Locus	Gene	Start	Length	Product	Allele Count	Alleles	
	EFAU004_01084		1103424	3429	pyruvate carboxylase	542	EFAU004_01084.fasta	
	EFAU004_01085	ftsW	1106878	1164	cell cycle protein FtsW	308	EFAU004_01085.fasta	
	EFAU004_01086		1108044	303	hypothetical protein	66	EFAU004_01086.fasta	
	EFAU004_01087	recQ	1108460	1773	ATP-dependent DNA helicase RecQ	412	EFAU004_01087.fasta	
	EFAU004_01088	typA	1110493	1830	GTP-binding protein TypA/BipA	339	EFAU004_01088.fasta	
	EFAU004_01089		1112490	759	inositol monophosphatase family protein	234	EFAU004_01089.fasta	
	EFAU004_01090		1113263	276	hypothetical protein	92	EFAU004_01090.fasta	
	EFAU004_01091	pdhD	1113700	1407	Dihydrolipoyl dehydrogenase	296	EFAU004_01091.fasta	
	EFAU004_01093	pdhB	1116782	978	transketolase	184	EFAU004_01093.fasta	
	EFAU004_01094	pdhA	1117762	1110	pyruvate dehydrogenase E1 component subunit alpha	233	EFAU004_01094.fasta	
	EFAU004_01095		1119332	1425	GntR family transcriptional regulator	338	EFAU004_01095.fasta	
	EFAU004_01097		1122254	1206	amino acid or sugar ABC transport system, permease protein	341	EFAU004_01097.fasta	
	EFAU004_01098	araG	1123461	1527	ABC transporter ATP-binding protein	382	EFAU004_01098.fasta	
	EFAU004_01099	chvE	1125041	1089	multiple sugar-binding periplasmic receptor ChvE family protein	272	EFAU004_01099.fasta	
	EFAU004_01102		1128823	1566	AraC family transcriptional regulator	427	EFAU004_01102.fasta	
	EFAU004_01103		1130521	915	oxidoreductase, aldo/keto reductase family protein	253	EFAU004_01103.fasta	
	EFAU004_01104		1131557	1275	Phosphoribosylamine--glycine ligase	319	EFAU004_01104.fasta	
	EFAU004_01105	purH	1132847	1536	bifunctional purine biosynthesis protein PurH	295	EFAU004_01105.fasta	
	EFAU004_01106		1134379	579	Phosphoribosylglycinamide formyltransferase	185	EFAU004_01106.fasta	
	EFAU004_01107		1134954	1053	Phosphoribosylformylglycinamidine cyclo-ligase	247	EFAU004_01107.fasta	
	EFAU004_01109	purL	1137453	2223	Phosphoribosylformylglycinamidine synthase II	422	EFAU004_01109.fasta	
	EFAU004_01110	purQ	1139676	672	Phosphoribosylformylglycinamidine synthase I	184	EFAU004_01110.fasta	
	EFAU004_01111		1140349	255	phosphoribosylformylglycinamidine synthase subunit PurS	82	EFAU004_01111.fasta	
	EFAU004_01112	purC	1140603	729	Phosphoribosylaminoimidazole-succinocarboxamide synthase	226	EFAU004_01112.fasta	
	EFAU004_01113		1141587	378	hypothetical protein	126	EFAU004_01113.fasta	
	EFAU004_01115	purB	1143664	1296	Adenylosuccinate lyase	316	EFAU004_01115.fasta	
	EFAU004_01116		1144972	1125	phosphoribosylaminoimidazole carboxylase, ATPase subunit	270	EFAU004_01116.fasta	
	EFAU004_01118		1146993	1308	xanthine permease	246	EFAU004_01118.fasta	
	EFAU004_01119	xpt	1148303	582	xanthine phosphoribosyltransferase	131	EFAU004_01119.fasta	
	EFAU004_01122		1151371	837	ABC transporter permease	232	EFAU004_01122.fasta	
	EFAU004_01124		1153127	1284	extracellular solute-binding protein	343	EFAU004_01124.fasta	
	EFAU004_01125		1155093	684	hypothetical protein	138	EFAU004_01125.fasta	
	EFAU004_01126		1155794	618	N-acetylmuramoyl-L-alanine amidase	181	EFAU004_01126.fasta	
	EFAU004_01127		1156421	825	serine-type D-Ala-D-Ala carboxypeptidase	165	EFAU004_01127.fasta	
	EFAU004_01129		1157972	957	oxidoreductase family, NAD-binding Rossmann fold protein	251	EFAU004_01129.fasta	
	EFAU004_01130		1159233	957	membrane spanning protein	274	EFAU004_01130.fasta	
	EFAU004_01131		1160293	603	membrane protein	189	EFAU004_01131.fasta	
	EFAU004_01132	yuaG	1160983	1500	hypothetical protein	309	EFAU004_01132.fasta	
	EFAU004_01133		1162498	525	hypothetical protein	139	EFAU004_01133.fasta	
	EFAU004_01136		1164814	717	response regulator receiver domain-containing protein	260	EFAU004_01136.fasta	
	EFAU004_01137		1165632	1020	D-isomer specific 2-hydroxyacid dehydrogenase	274	EFAU004_01137.fasta	
	EFAU004_01139		1167949	1149	N-acetylglucosamine-6-phosphate deacetylase	251	EFAU004_01139.fasta	
	EFAU004_01140		1169173	837	helix-turn-helix domain-containing protein	205	EFAU004_01140.fasta	
	EFAU004_01141	alaT	1170193	1221	aminotransferase AlaT	215	EFAU004_01141.fasta	
	EFAU004_01152		1178549	738	ABC transporter ATPase	195	EFAU004_01152.fasta	
	EFAU004_01153		1179298	993	ABC-type transporter, periplasmic component	260	EFAU004_01153.fasta	
	EFAU004_01154		1180305	744	ABC transporter permease	235	EFAU004_01154.fasta	
	EFAU004_01155		1181289	1323	pyridine nucleotide-disulfide oxidoreductase	348	EFAU004_01155.fasta	
	EFAU004_01157		1183560	1539	glycine betaine/carnitine/choline ABC transporter	312	EFAU004_01157.fasta	
	EFAU004_01158		1185514	288	hypothetical protein	128	EFAU004_01158.fasta	
	EFAU004_01159		1185935	669	hypothetical protein	221	EFAU004_01159.fasta	
	EFAU004_01161		1187764	948	LacI family transcriptional regulator	279	EFAU004_01161.fasta	
	EFAU004_01162		1188840	765	putative lipase/esterase	274	EFAU004_01162.fasta	
	EFAU004_01163		1189608	390	hypothetical protein	128	EFAU004_01163.fasta	
	EFAU004_01164		1190132	543	hypothetical protein	121	EFAU004_01164.fasta	
	EFAU004_01165		1190822	633	hypothetical protein	277	EFAU004_01165.fasta	
	EFAU004_01167	ppaC	1192922	927	manganese-dependent inorganic pyrophosphatase	183	EFAU004_01167.fasta	
	EFAU004_01168		1193933	762	pyruvate formate-lyase activating enzyme	167	EFAU004_01168.fasta	
	EFAU004_01169		1194938	2232	formate acetyltransferase	321	EFAU004_01169.fasta	
	EFAU004_01170	parC	1197446	2451	DNA topoisomerase IV subunit A	458	EFAU004_01170.fasta	
	EFAU004_01171	parE	1199908	2046	DNA topoisomerase IV subunit B	393	EFAU004_01171.fasta	
	EFAU004_01172		1202119	435	CoA-binding protein	128	EFAU004_01172.fasta	
	EFAU004_01173	plsY	1202680	639	acyl-phosphate glycerol 3-phosphate acyltransferase	174	EFAU004_01173.fasta	
	EFAU004_01174		1203450	876	aldose 1-epimerase	205	EFAU004_01174.fasta	
	EFAU004_01175	codY	1204407	792	GTP-sensing transcriptional pleiotropic repressor CodY	170	EFAU004_01175.fasta	
	EFAU004_01176	hslU	1205216	1401	ATP-dependent carboxylate-amine ligase	315	EFAU004_01176.fasta	
	EFAU004_01177	hslV	1206630	549	ATP-dependent protease HslVU, peptidase subunit	118	EFAU004_01177.fasta	
	EFAU004_01178	xerC	1207215	906	site-specific tyrosine recombinase XerC-family	265	EFAU004_01178.fasta	
	EFAU004_01179		1208318	1326	glucose inhibited division protein	238	EFAU004_01179.fasta	
	EFAU004_01180	topA	1209663	2079	DNA topoisomerase I	348	EFAU004_01180.fasta	
	EFAU004_01183	ylqF	1213536	861	ribosome biogenesis GTP-binding protein YlqF	226	EFAU004_01183.fasta	
	EFAU004_01186		1215915	552	signal peptidase I	135	EFAU004_01186.fasta	
	EFAU004_01187		1216618	228	hypothetical protein	64	EFAU004_01187.fasta	
	EFAU004_01188	msrA	1216842	519	methionine sulfoxide reductase MsrA	143	EFAU004_01188.fasta	
	EFAU004_01189		1217380	714	hypothetical protein	156	EFAU004_01189.fasta	
	EFAU004_01190		1218096	897	GDSL-like lipase/acylhydrolase	231	EFAU004_01190.fasta	
	EFAU004_01191		1219150	843	DegV family protein	205	EFAU004_01191.fasta	
	EFAU004_01192		1220124	654	hemolysin III family channel protein	157	EFAU004_01192.fasta	
	EFAU004_01193	dfrD_1	1220840	528	dihydrofolate reductase	135	EFAU004_01193.fasta	
	EFAU004_01194	thyA	1221387	948	thymidylate synthase	228	EFAU004_01194.fasta	
	EFAU004_01195		1222346	1887	ABC transporter ATP-binding protein	398	EFAU004_01195.fasta	
	EFAU004_01196		1224392	2079	Na+/H+ antiporter	361	EFAU004_01196.fasta	
	EFAU004_01197		1226483	276	hypothetical protein	102	EFAU004_01197.fasta	
	EFAU004_01198		1227120	456	hypothetical protein	104	EFAU004_01198.fasta	
	EFAU004_01199		1227729	1209	tRNA nucleotidyltransferase/poly(A) polymerase family protein	252	EFAU004_01199.fasta	
	EFAU004_01200		1229049	333	MazG nucleotide pyrophosphohydrolase domain-containing protein	133	EFAU004_01200.fasta	
	EFAU004_01201		1229529	876	hypothetical protein	220	EFAU004_01201.fasta	
	EFAU004_01202		1230486	582	hypothetical protein	172	EFAU004_01202.fasta	
	EFAU004_01203		1231073	1260	hypothetical protein	264	EFAU004_01203.fasta	
	EFAU004_01204		1232334	1047	hypothetical protein	309	EFAU004_01204.fasta	
	EFAU004_01205	hupA	1233615	276	DNA-binding protein HU	55	EFAU004_01205.fasta	
	EFAU004_01206	der	1234133	1311	ribosome-associated GTPase EngA	212	EFAU004_01206.fasta	
	EFAU004_01208	cmk	1236989	681	cytidylate kinase	210	EFAU004_01208.fasta	
	EFAU004_01209		1237718	636	LysM domain-containing protein	114	EFAU004_01209.fasta	
	EFAU004_01210		1238419	1404	RecQ familyATP-dependent DNA helicase	368	EFAU004_01210.fasta	
	EFAU004_01212		1240871	222	ferredoxin	70	EFAU004_01212.fasta	
	EFAU004_01213		1241257	738	hydrolase	239	EFAU004_01213.fasta	
	EFAU004_01214		1242147	1341	Putative dipeptidase	248	EFAU004_01214.fasta	
	EFAU004_01215		1243724	1524	C4-dicarboxylate anaerobic carrier	248	EFAU004_01215.fasta	
	EFAU004_01216		1245625	612	membrane protein	167	EFAU004_01216.fasta	
	EFAU004_01217		1246566	717	16S rRNA pseudouridine synthase A	170	EFAU004_01217.fasta	
	EFAU004_01219		1247841	798	segregation and condensation protein A	218	EFAU004_01219.fasta	
	EFAU004_01221	xerD	1248998	888	site-specific tyrosine recombinase XerD-family	188	EFAU004_01221.fasta	
	EFAU004_01224		1250559	864	hypothetical protein	205	EFAU004_01224.fasta	
	EFAU004_01226	rpoD	1253937	1110	RNA polymerase sigma factor RpoD	250	EFAU004_01226.fasta	
	EFAU004_01227		1255070	1842	DNA primase	337	EFAU004_01227.fasta	
	EFAU004_01228		1257093	2316	cation transporter E1-E2 family ATPase	405	EFAU004_01228.fasta	
	EFAU004_01229		1259593	861	membrane protein	312	EFAU004_01229.fasta	
	EFAU004_01230		1260512	633	hypothetical protein	246	EFAU004_01230.fasta	
	EFAU004_01231		1261353	720	alpha/beta hydrolase	234	EFAU004_01231.fasta	
	EFAU004_01232		1262098	2592	ysyl-tRNA synthetase	461	EFAU004_01232.fasta	
	EFAU004_01233	tuf_1	1264877	1188	translation elongation factor Tu	220	EFAU004_01233.fasta	
	EFAU004_01234		1266432	357	hypothetical protein	142	EFAU004_01234.fasta	
	EFAU004_01235		1267029	1005	hypothetical protein	263	EFAU004_01235.fasta	
	EFAU004_01236		1268199	852	oxidoreductase, aldo/keto reductase family protein	189	EFAU004_01236.fasta	
	EFAU004_01237		1269067	246	hypothetical protein	87	EFAU004_01237.fasta	
	EFAU004_01238		1269499	705	hypothetical protein	159	EFAU004_01238.fasta	
	EFAU004_01239		1270533	2442	acetyl-CoA acetyltransferase/hydroxymethylglutaryl-CoA reductase, degradative	488	EFAU004_01239.fasta	
	EFAU004_01240		1273159	1155	hydroxymethylglutaryl-CoA synthase	278	EFAU004_01240.fasta	
	EFAU004_01242		1275451	2667	calcium-translocating P-type ATPase	585	EFAU004_01242.fasta	
	EFAU004_01243		1278458	1452	cardiolipin synthetase	342	EFAU004_01243.fasta	
	EFAU004_01244		1280238	816	phosphomethylpyrimidine kinase	195	EFAU004_01244.fasta	
	EFAU004_01245		1281347	276	hypothetical protein	133	EFAU004_01245.fasta	
	EFAU004_01248		1283334	327	PadR family transcriptional regulator	116	EFAU004_01248.fasta	
	EFAU004_01249		1283808	441	universal stress protein	104	EFAU004_01249.fasta	
	EFAU004_01250		1284329	1398	6-phospho-beta-glucosidase	266	EFAU004_01250.fasta	
	EFAU004_01251		1285879	1272	PTS system lactose/cellobiose-specific transporter subunit IIC	236	EFAU004_01251.fasta	
	EFAU004_01252		1287277	720	GntR family transcriptional regulator	186	EFAU004_01252.fasta	
	EFAU004_01285		1326062	1506	sensor histidine kinase	506	EFAU004_01285.fasta	
	EFAU004_01286		1327564	687	DNA-binding response regulator	174	EFAU004_01286.fasta	
	EFAU004_01287	gnd	1328443	1422	6-phosphogluconate dehydrogenase	298	EFAU004_01287.fasta	
	EFAU004_01288	rpmF3	1330034	180	50S ribosomal protein L32	52	EFAU004_01288.fasta	
	EFAU004_01289		1330271	570	nucleic acid-binding protein	119	EFAU004_01289.fasta	
	EFAU004_01290		1331026	903	LysR family transcriptional regulator	212	EFAU004_01290.fasta	
	EFAU004_01291		1331963	1785	Pyruvate kinase	293	EFAU004_01291.fasta	
	EFAU004_01292	pfkA	1333821	963	6-phosphofructokinase	155	EFAU004_01292.fasta	
	EFAU004_01293		1334951	3315	DNA polymerase III subunit alpha	573	EFAU004_01293.fasta	
	EFAU004_01294		1338496	186	hypothetical protein	36	EFAU004_01294.fasta	
	EFAU004_01295		1338743	1197	transporter, major facilitator family protein	288	EFAU004_01295.fasta	
	EFAU004_01296		1340109	1545	xanthine/uracil/vitamin C permease	398	EFAU004_01296.fasta	
	EFAU004_01297		1341838	810	HAD superfamily hydrolase	235	EFAU004_01297.fasta	
	EFAU004_01299		1344343	2154	Penicillin binding protein transpeptidase domain protein	596	EFAU004_01299.fasta	
	EFAU004_01300		1346790	849	RpiR family transcriptional regulator	282	EFAU004_01300.fasta	
	EFAU004_01301	thrS	1347862	1941	threonyl-tRNA synthetase	410	EFAU004_01301.fasta	
	EFAU004_01302		1350139	180	4-oxalocrotonate tautomerase	64	EFAU004_01302.fasta	
	EFAU004_01303		1350365	1824	cadmium-translocating P-type ATPase	387	EFAU004_01303.fasta	
	EFAU004_01305		1354838	648	hypothetical protein	217	EFAU004_01305.fasta	
	EFAU004_01306		1355664	720	hypothetical protein	158	EFAU004_01306.fasta	
	EFAU004_01307		1356514	1152	nucleotidyltransferase	282	EFAU004_01307.fasta	
	EFAU004_01308		1357882	741	methyltransferase domain protein	176	EFAU004_01308.fasta	
	EFAU004_01309		1358626	261	ribosome-associated protein	66	EFAU004_01309.fasta	
	EFAU004_01311	nadD	1359583	651	nicotinic acid mononucleotide adenylyltransferase	141	EFAU004_01311.fasta	
	EFAU004_01312	yhbY	1360243	312	RNA-binding protein YhbY	103	EFAU004_01312.fasta	
	EFAU004_01313	yqeH	1360570	1110	ribosome biogenesis GTPase YqeH	317	EFAU004_01313.fasta	
	EFAU004_01314		1361676	528	HAD superfamily hydrolase	121	EFAU004_01314.fasta	
	EFAU004_01316	accD	1363161	870	acetyl-CoA carboxylase, carboxyl transferase subunit beta	215	EFAU004_01316.fasta	
	EFAU004_01317		1364031	1380	acetyl-CoA carboxylase, biotin carboxylase subunit	311	EFAU004_01317.fasta	
	EFAU004_01318	fabZ2	1365418	420	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase	101	EFAU004_01318.fasta	
	EFAU004_01319		1365862	477	acetyl-CoA carboxylase, biotin carboxyl carrier protein	125	EFAU004_01319.fasta	
	EFAU004_01320		1366341	1236	beta-ketoacyl-acyl-carrier-protein synthase II	250	EFAU004_01320.fasta	
	EFAU004_01321		1367595	738	3-oxoacyl-ACP reductase	164	EFAU004_01321.fasta	
	EFAU004_01322		1368344	918	Malonyl CoA-acyl carrier protein transacylase	235	EFAU004_01322.fasta	
	EFAU004_01323		1369368	225	acyl carrier protein	66	EFAU004_01323.fasta	
	EFAU004_01324		1369645	963	3-oxoacyl-ACP synthase	217	EFAU004_01324.fasta	
	EFAU004_01325		1370617	441	MarR family transcriptional regulator	117	EFAU004_01325.fasta	
	EFAU004_01327		1372385	231	hypothetical protein	49	EFAU004_01327.fasta	
	EFAU004_01328		1372701	888	2-hydroxy-3-oxopropionate reductase	266	EFAU004_01328.fasta	
	EFAU004_01329		1373677	1224	glycosyl transferase family protein	277	EFAU004_01329.fasta	
	EFAU004_01330		1374917	1047	glycosyl transferase family protein	276	EFAU004_01330.fasta	
	EFAU004_01331	ptsI	1376127	1728	phosphoenolpyruvate-protein phosphotransferase	303	EFAU004_01331.fasta	
	EFAU004_01332	ptsH	1377854	267	phosphocarrier protein HPr	51	EFAU004_01332.fasta	
	EFAU004_01333	clpE	1378737	2097	UvrB/UvrC protein/AAA ATPase	369	EFAU004_01333.fasta	
	EFAU004_01334		1380981	321	hypothetical protein	79	EFAU004_01334.fasta	
	EFAU004_01336	prfC	1381928	1581	peptide chain release factor 3	272	EFAU004_01336.fasta	
	EFAU004_01337		1383909	1377	hemolysin	255	EFAU004_01337.fasta	
	EFAU004_01338		1385413	1119	permease	233	EFAU004_01338.fasta	
	EFAU004_01339		1386673	435	GNAT family acetyltransferase	130	EFAU004_01339.fasta	
	EFAU004_01340		1387185	534	hypothetical protein	90	EFAU004_01340.fasta	
	EFAU004_01341		1387812	1179	A/G-specific adenine glycosylase	292	EFAU004_01341.fasta	
	EFAU004_01343		1389887	1383	23S rRNA (uracil-5-)-methyltransferase	330	EFAU004_01343.fasta	
	EFAU004_01346		1392921	1227	transcriptional regulator	273	EFAU004_01346.fasta	
	EFAU004_01347	cspB	1394901	201	major cold shock protein CspA	43	EFAU004_01347.fasta	
	EFAU004_01348	sodA	1395235	609	superoxide dismutase	159	EFAU004_01348.fasta	
	EFAU004_01349		1395928	471	cell wall teichoic acid glycosylation protein GtcA family protein	120	EFAU004_01349.fasta	
	EFAU004_01350		1396446	900	cation diffusion facilitator family transporter	287	EFAU004_01350.fasta	
	EFAU004_01351		1397506	804	hypothetical protein	208	EFAU004_01351.fasta	
	EFAU004_01353		1399502	294	HesB-like domain-containing protein	125	EFAU004_01353.fasta	
	EFAU004_01354		1399823	666	TrkA-C domain-containing protein	163	EFAU004_01354.fasta	
	EFAU004_01355		1400628	633	LuxR family DNA-binding response regulator	158	EFAU004_01355.fasta	
	EFAU004_01356		1401267	1068	sensor histidine kinase	270	EFAU004_01356.fasta	
	EFAU004_01357		1402331	732	membrane protein	217	EFAU004_01357.fasta	
	EFAU004_01358	greA	1403231	480	transcription elongation factor GreA	117	EFAU004_01358.fasta	
	EFAU004_01359		1403846	1176	putative aminodeoxychorismate lyase	355	EFAU004_01359.fasta	
	EFAU004_01385		1431078	2139	glycosyl transferase family protein	444	EFAU004_01385.fasta	
	EFAU004_01386	metW	1433255	1587	methionine biosynthesis protein MetW	338	EFAU004_01386.fasta	
	EFAU004_01388		1436063	807	ABC transporter	139	EFAU004_01388.fasta	
	EFAU004_01390		1438403	2034	hypothetical protein	488	EFAU004_01390.fasta	
	EFAU004_01391		1440471	852	dTDP-4-dehydrorhamnose reductase	187	EFAU004_01391.fasta	
	EFAU004_01392	rmlB	1441420	1029	dTDP-glucose 4,6-dehydratase	203	EFAU004_01392.fasta	
	EFAU004_01393		1442470	573	dTDP-4-dehydrorhamnose 3,5-epimerase	129	EFAU004_01393.fasta	
	EFAU004_01394	rmlA	1443056	867	glucose-1-phosphate thymidylyltransferase	197	EFAU004_01394.fasta	
	EFAU004_01395		1444022	708	glycosyl transferase family protein	165	EFAU004_01395.fasta	
	EFAU004_01396		1444734	828	glycosyl transferase family protein	305	EFAU004_01396.fasta	
	EFAU004_01398		1446354	1140	glycoside hydrolase family protein	270	EFAU004_01398.fasta	
	EFAU004_01399		1447569	924	ribonuclease BN	208	EFAU004_01399.fasta	
	EFAU004_01400		1448524	765	Methionine aminopeptidase, type I	119	EFAU004_01400.fasta	
	EFAU004_01401		1449446	441	flavodoxin	84	EFAU004_01401.fasta	
	EFAU004_01402		1450064	570	TetR family transcriptional regulator	155	EFAU004_01402.fasta	
	EFAU004_01403	pepS	1450887	1233	aminopeptidase PepS	271	EFAU004_01403.fasta	
	EFAU004_01532	lepA	1546977	1836	GTP-binding protein LepA	430	EFAU004_01532.fasta	
	EFAU004_01533		1548959	1221	GNAT family acetyltransferase	287	EFAU004_01533.fasta	
	EFAU004_01535		1550686	672	hypothetical protein	208	EFAU004_01535.fasta	
	EFAU004_01536	clpB	1551508	2610	ATP-dependent chaperone protein ClpB	469	EFAU004_01536.fasta	
	EFAU004_01537		1554368	1047	integral membrane protein	308	EFAU004_01537.fasta	
	EFAU004_01538		1555425	273	membrane protein	72	EFAU004_01538.fasta	
	EFAU004_01539		1555732	909	diacylglycerol kinase catalytic subunit	348	EFAU004_01539.fasta	
	EFAU004_01540	pepT	1556772	1233	peptidase T	271	EFAU004_01540.fasta	
	EFAU004_01541		1558019	1122	hypothetical protein	282	EFAU004_01541.fasta	
	EFAU004_01542		1559137	702	SAM-dependent methyltransferase family protein	184	EFAU004_01542.fasta	
	EFAU004_01544	dnaI	1560551	927	primosomal protein DnaI	189	EFAU004_01544.fasta	
	EFAU004_01545		1561477	1374	replication initiation and membrane attachment protein	356	EFAU004_01545.fasta	
	EFAU004_01546	nrdR	1562873	492	transcriptional repressor NrdR	140	EFAU004_01546.fasta	
	EFAU004_01547		1563676	333	hypothetical protein	138	EFAU004_01547.fasta	
	EFAU004_01549	mutM	1564653	837	Formamidopyrimidine-DNA glycosylase	235	EFAU004_01549.fasta	
	EFAU004_01550		1565534	2646	DNA polymerase I	448	EFAU004_01550.fasta	
	EFAU004_01551		1568305	684	Inhibitor of apoptosis-promoting Bax1	165	EFAU004_01551.fasta	
	EFAU004_01553	murC	1569773	1335	UDP-N-acetylmuramate--L-alanine ligase	310	EFAU004_01553.fasta	
	EFAU004_01554		1571238	762	hypothetical protein	260	EFAU004_01554.fasta	
	EFAU004_01555		1572015	483	SprT-like family protein	152	EFAU004_01555.fasta	
	EFAU004_01557		1574841	732	metallophosphoesterase	236	EFAU004_01557.fasta	
	EFAU004_01558		1575641	942	rhodanese-like domain-containing protein	209	EFAU004_01558.fasta	
	EFAU004_01560		1576762	369	glyoxalase family protein	130	EFAU004_01560.fasta	
	EFAU004_01561		1577741	1392	sodium/dicarboxylate symporter family protein	308	EFAU004_01561.fasta	
	EFAU004_01562		1579345	387	hypothetical protein	101	EFAU004_01562.fasta	
	EFAU004_01564		1580474	669	phosphoglycerate mutase	192	EFAU004_01564.fasta	
	EFAU004_01566		1581653	672	hypothetical protein	227	EFAU004_01566.fasta	
	EFAU004_01567		1582509	399	hypothetical protein	103	EFAU004_01567.fasta	
	EFAU004_01568		1582904	774	hypothetical protein	218	EFAU004_01568.fasta	
	EFAU004_01569		1583674	684	hypothetical protein	204	EFAU004_01569.fasta	
	EFAU004_01576		1591276	837	prephenate dehydratase	242	EFAU004_01576.fasta	
	EFAU004_01578	aroA	1592611	1296	3-phosphoshikimate 1-carboxyvinyltransferase	306	EFAU004_01578.fasta	
	EFAU004_01579		1593919	1092	prephenate dehydrogenase	292	EFAU004_01579.fasta	
	EFAU004_01580	aroC	1595027	1167	chorismate synthase	266	EFAU004_01580.fasta	
	EFAU004_01581		1596195	1065	3-dehydroquinate synthase	343	EFAU004_01581.fasta	
	EFAU004_01582		1597292	1023	phospho-2-dehydro-3-deoxyheptonate aldolase	268	EFAU004_01582.fasta	
	EFAU004_01588		1606989	129	hypothetical protein	64	EFAU004_01588.fasta	
	EFAU004_01651		1665728	1056	Diacylglycerol kinase	322	EFAU004_01651.fasta	
	EFAU004_01652	gatB	1666793	1431	aspartyl/glutamyl-tRNA amidotransferase subunit B	326	EFAU004_01652.fasta	
	EFAU004_01653	gatA	1668220	1473	glutamyl-tRNA(Gln) amidotransferase subunit A	291	EFAU004_01653.fasta	
	EFAU004_01654	gatC	1669692	306	aspartyl/glutamyl-tRNA amidotransferase subunit C	67	EFAU004_01654.fasta	
	EFAU004_01655	ligA	1670103	2037	NAD-dependent DNA ligase	430	EFAU004_01655.fasta	
	EFAU004_01656		1672156	2235	ATP-dependent DNA helicase	518	EFAU004_01656.fasta	
	EFAU004_01657		1674545	1560	voltage-gated cchloride transporter, chloride channel family protein	443	EFAU004_01657.fasta	
	EFAU004_01658		1676215	1932	PTS system fructose-specific transporter subunit IIABC	436	EFAU004_01658.fasta	
	EFAU004_01659		1678164	915	hexose kinase, 1-phosphofructokinase family protein	253	EFAU004_01659.fasta	
	EFAU004_01660		1679075	753	DeoR-like helix-turn-helix protein	263	EFAU004_01660.fasta	
	EFAU004_01661		1679987	210	hypothetical protein	120	EFAU004_01661.fasta	
	EFAU004_01663		1681671	156	hypothetical protein	88	EFAU004_01663.fasta	
	EFAU004_01664	ysxC	1681900	588	ribosome biogenesis GTP-binding protein YsxC	134	EFAU004_01664.fasta	
	EFAU004_01665	clpX	1682570	1251	ATP-dependent protease ATP-binding protein ClpX	316	EFAU004_01665.fasta	
	EFAU004_01666	tig	1684067	1290	trigger factor	293	EFAU004_01666.fasta	
	EFAU004_01667		1685510	933	hypothetical protein	415	EFAU004_01667.fasta	
	EFAU004_01668		1686599	660	RDD family protein	255	EFAU004_01668.fasta	
	EFAU004_01669	sppA	1687261	1026	signal peptide peptidase SppA	294	EFAU004_01669.fasta	
	EFAU004_01670		1688299	291	hypothetical protein	119	EFAU004_01670.fasta	
	EFAU004_01672	glmM	1690875	1356	phosphoglucosamine mutase	289	EFAU004_01672.fasta	
	EFAU004_01674		1693420	888	hypothetical protein	234	EFAU004_01674.fasta	
	EFAU004_01675		1694496	3693	pyruvate flavodoxin oxidoreductase subunit alpha	614	EFAU004_01675.fasta	
	EFAU004_01676		1698387	522	bifunctional disulfide isomerase/thiol-disulfide oxidase	188	EFAU004_01676.fasta	
	EFAU004_01686	whiA	1705969	936	Sporulation Regulator WhiA N terminal	216	EFAU004_01686.fasta	
	EFAU004_01687		1706938	999	hypothetical protein	251	EFAU004_01687.fasta	
	EFAU004_01688		1707933	885	ATP-binding protein	237	EFAU004_01688.fasta	
	EFAU004_01689		1708952	732	Aspartate racemase	195	EFAU004_01689.fasta	
	EFAU004_01690		1709687	1266	carbamoyl phosphate synthase-like protein	330	EFAU004_01690.fasta	
	EFAU004_01691	uvrA	1711215	2817	excinuclease ABC subunit A	510	EFAU004_01691.fasta	
	EFAU004_01692	uvrB	1714041	1995	excinuclease ABC subunit B	433	EFAU004_01692.fasta	
	EFAU004_01693		1716294	1503	amino acid ABC transporter amino acid-binding/permease	311	EFAU004_01693.fasta	
	EFAU004_01696	dnaJ	1719476	1167	chaperone protein DnaJ	280	EFAU004_01696.fasta	
	EFAU004_01697	dnaK	1720793	1830	chaperone protein DnaK	341	EFAU004_01697.fasta	
	EFAU004_01698	grpE	1722673	564	co-chaperone GrpE	172	EFAU004_01698.fasta	
	EFAU004_01699	hrcA	1723330	1044	heat-inducible transcription repressor HrcA	238	EFAU004_01699.fasta	
	EFAU004_01700		1724607	1032	putative oxygen-independent coproporphyrinogen III oxidase	320	EFAU004_01700.fasta	
	EFAU004_01708		1731196	852	sugar transport protein	245	EFAU004_01708.fasta	
	EFAU004_01709	gdh	1732060	786	glucose 1-dehydrogenase, Gdh	215	EFAU004_01709.fasta	
	EFAU004_01710	ribF	1733197	942	riboflavin biosynthesis protein RibF	285	EFAU004_01710.fasta	
	EFAU004_01711		1734142	924	tRNA pseudouridine synthase B	306	EFAU004_01711.fasta	
	EFAU004_01715	infB	1738947	2307	translation initiation factor IF-2	469	EFAU004_01715.fasta	
	EFAU004_01716		1741266	312	50S ribosomal protein L7Ae	111	EFAU004_01716.fasta	
	EFAU004_01717	ylxR	1741574	294	hypothetical protein	97	EFAU004_01717.fasta	
	EFAU004_01718	nusA	1741889	1176	transcription termination factor NusA	250	EFAU004_01718.fasta	
	EFAU004_01719	rimP	1743087	474	ribosome maturation protein RimP	129	EFAU004_01719.fasta	
	EFAU004_01720		1743705	4359	DNA polymerase III PolC-type	610	EFAU004_01720.fasta	
