Gene	Total_alleles	Valid_alleles	Number_representatives
GCF-001022175-protein2876	13	13	1
GCF-001022175-protein2888	9	9	1
GCF-001022175-protein2899	7	7	1
GCF-001022175-protein2906	11	11	1
GCF-001022175-protein2915	3	3	1
GCF-001022175-protein2916	15	15	1
GCF-001022175-protein2922	7	7	1
GCF-001022175-protein2940	3	3	1
GCF-001022175-protein2951	1	1	1
GCF-001022175-protein2955	13	13	1
GCF-001022175-protein298	10	10	1
GCF-001022175-protein2990	3	3	1
GCF-001022175-protein2992	6	6	1
GCF-001022175-protein2999	9	9	1
GCF-001022175-protein3008	9	9	1
GCF-001022175-protein3014	13	13	1
GCF-001022175-protein3029	11	11	1
GCF-001022175-protein305	10	10	1
GCF-001022175-protein3052	9	9	1
GCF-001022175-protein3066	8	8	1
GCF-001022175-protein3099	9	9	1
GCF-001022175-protein3102	6	6	1
GCF-001022175-protein3108	11	11	1
GCF-001022175-protein3127	10	10	1
GCF-001022175-protein3140	5	5	1
GCF-001022175-protein3145	12	12	1
GCF-001022175-protein3159	5	5	1
GCF-001022175-protein3160	4	4	1
GCF-001022175-protein3168	6	6	1
GCF-001022175-protein3208	11	11	1
GCF-001022175-protein3217	13	13	1
GCF-001022175-protein3225	10	10	1
GCF-001022175-protein3241	4	4	1
GCF-001022175-protein3249	9	9	1
GCF-001022175-protein3255	10	10	1
GCF-001022175-protein3281	9	9	1
GCF-001022175-protein3283	2	2	1
GCF-001022175-protein3286	3	3	1
GCF-001022175-protein3294	12	12	1
GCF-001022175-protein3301	14	14	1
GCF-001022175-protein3309	18	18	1
GCF-001022175-protein3373	9	9	1
GCF-001022175-protein3380	11	11	1
GCF-001022175-protein3391	10	10	1
GCF-001022175-protein3401	6	6	1
GCF-001022175-protein3408	15	15	1
GCF-001022175-protein3416	4	4	1
GCF-001022175-protein342	15	15	1
GCF-001022175-protein3435	4	4	1
GCF-001022175-protein344	8	8	1
GCF-001022175-protein3448	13	13	1
GCF-001022175-protein3459	10	10	1
GCF-001022175-protein3464	7	7	1
GCF-001022175-protein3472	11	11	1
GCF-001022175-protein3487	10	10	1
GCF-001022175-protein3496	5	5	1
GCF-001022175-protein3500	10	10	1
GCF-001022175-protein3506	4	4	1
GCF-001022175-protein3509	5	5	1
GCF-001022175-protein3511	15	15	1
GCF-001022175-protein3518	14	14	1
GCF-001022175-protein3538	14	14	1
GCF-001022175-protein3553	15	15	1
GCF-001022175-protein3567	9	9	1
GCF-001022175-protein3580	10	10	1
GCF-001022175-protein3586	17	17	1
GCF-001022175-protein3610	19	19	1
GCF-001022175-protein3621	10	10	1
GCF-001022175-protein3623	20	20	1
GCF-001022175-protein365	2	2	1
GCF-001022175-protein3664	15	15	1
GCF-001022175-protein3712	6	6	1
GCF-001022175-protein3731	20	20	1
GCF-001022175-protein3768	13	13	1
GCF-001022175-protein3775	18	18	1
GCF-001022175-protein3798	14	14	1
GCF-001022175-protein3803	17	17	1
GCF-001022175-protein382	13	13	1
GCF-001022175-protein3840	7	7	1
GCF-001022175-protein3854	15	15	1
GCF-001022175-protein3867	16	16	1
GCF-001022175-protein391	13	13	1
GCF-001022175-protein3965	8	8	1
GCF-001022175-protein3988	6	6	1
GCF-001022175-protein3994	15	15	1
GCF-001022175-protein400	4	4	1
GCF-001022175-protein4004	5	5	1
GCF-001022175-protein402	9	9	1
GCF-001022175-protein4020	15	15	1
GCF-001022175-protein4029	10	10	1
GCF-001022175-protein4034	10	10	1
GCF-001022175-protein4040	5	5	1
GCF-001022175-protein4050	3	3	1
GCF-001022175-protein4051	7	7	1
GCF-001022175-protein4064	3	3	1
GCF-001022175-protein4068	14	14	1
GCF-001022175-protein4092	5	5	1
GCF-001022175-protein4130	17	17	1
GCF-001022175-protein4144	13	13	1
GCF-001022175-protein4171	8	8	1
GCF-001022175-protein4181	15	15	1
GCF-001022175-protein4205	13	13	1
GCF-001022175-protein4228	6	6	1
GCF-001022175-protein4230	4	4	1
GCF-001022175-protein4243	4	4	1
GCF-001022175-protein4250	16	16	1
GCF-001022175-protein4258	4	4	1
GCF-001022175-protein4266	10	10	1
GCF-001022175-protein4283	13	13	1
GCF-001022175-protein4307	12	12	1
GCF-001022175-protein4334	15	15	1
GCF-001022175-protein4389	10	10	1
GCF-001022175-protein444	15	15	1
GCF-001022175-protein452	13	13	1
GCF-001022175-protein454	13	13	1
GCF-001022175-protein4579	7	7	1
GCF-001022175-protein4583	15	15	1
GCF-001022175-protein4620	12	12	1
GCF-001022175-protein4634	11	11	1
GCF-001022175-protein4644	16	16	1
GCF-001022175-protein466	13	13	1
GCF-001022175-protein4678	13	13	1
GCF-001022175-protein4686	12	12	1
GCF-001022175-protein47	4	4	1
GCF-001022175-protein4701	7	7	1
GCF-001022175-protein4716	16	16	1
GCF-001022175-protein474	7	7	1
GCF-001022175-protein4752	5	5	1
GCF-001022175-protein4757	15	15	1
GCF-001022175-protein4777	16	16	1
GCF-001022175-protein485	14	14	1
GCF-001022175-protein4884	15	15	1
GCF-001022175-protein4902	6	6	1
GCF-001022175-protein4907	6	6	1
GCF-001022175-protein495	2	2	1
GCF-001022175-protein496	4	4	1
GCF-001022175-protein499	5	5	1
GCF-001022175-protein508	11	11	1
GCF-001022175-protein518	10	10	1
GCF-001022175-protein525	9	9	1
GCF-001022175-protein530	12	12	1
GCF-001022175-protein550	8	8	1
GCF-001022175-protein568	11	11	1
GCF-001022175-protein574	14	14	1
GCF-001022175-protein591	3	3	1
GCF-001022175-protein593	13	13	1
GCF-001022175-protein601	4	4	1
GCF-001022175-protein610	6	6	1
GCF-001022175-protein628	12	12	1
GCF-001022175-protein656	12	12	1
GCF-001022175-protein677	15	15	1
GCF-001022175-protein702	8	8	1
GCF-001022175-protein73	15	15	1
GCF-001022175-protein741	14	14	1
GCF-001022175-protein748	14	14	1
GCF-001022175-protein842	8	8	1
GCF-001022175-protein86	5	5	1
GCF-001022175-protein863	15	15	1
GCF-001022175-protein868	11	11	1
GCF-001022175-protein880	3	3	1
GCF-001022175-protein89	9	9	1
GCF-001022175-protein906	7	7	1
GCF-001022175-protein913	15	15	1
GCF-001022175-protein922	12	12	1
GCF-001022175-protein931	2	2	1
GCF-001022175-protein934	11	11	1
GCF-001022175-protein949	13	13	1
GCF-001022175-protein961	4	4	1
GCF-001022175-protein964	4	4	1
GCF-001022175-protein965	10	10	1
GCF-001022175-protein983	10	10	1
GCF-001022175-protein988	5	5	1
GCF-001022175-protein992	12	12	1
GCF-001022235-protein10051	21	21	1
GCF-001022235-protein10105	16	16	1
GCF-001022235-protein10157	14	14	1
GCF-001022235-protein10261	14	14	1
GCF-001022235-protein10378	8	8	1
GCF-001022235-protein10384	5	5	1
GCF-001022235-protein10416	13	13	1
GCF-001022235-protein10680	17	17	2
GCF-001022235-protein5659	15	15	1
GCF-001022235-protein5719	16	16	1
GCF-001022235-protein5975	10	10	1
GCF-001022235-protein6120	13	13	1
GCF-001022235-protein6465	16	16	1
GCF-001022235-protein6581	12	12	1
GCF-001022235-protein6652	16	16	1
GCF-001022235-protein6681	8	8	1
GCF-001022235-protein6713	14	14	1
GCF-001022235-protein6769	10	10	1
GCF-001022235-protein6797	11	11	1
GCF-001022235-protein6815	15	15	1
GCF-001022235-protein6862	13	13	1
GCF-001022235-protein6905	6	6	1
GCF-001022235-protein6907	17	17	1
GCF-001022235-protein6974	10	10	1
GCF-001022235-protein7032	17	17	1
GCF-001022235-protein7115	14	14	1
GCF-001022235-protein7270	10	10	1
GCF-001022235-protein7417	9	9	1
GCF-001022235-protein7483	18	18	1
GCF-001022235-protein7607	9	9	1
GCF-001022235-protein7632	17	17	1
GCF-001022235-protein7794	11	11	1
GCF-001022235-protein8065	5	5	1
GCF-001022235-protein8102	14	14	1
GCF-001022235-protein8256	16	16	1
GCF-001022235-protein8389	11	11	1
GCF-001022235-protein8466	13	13	1
GCF-001022235-protein8710	14	14	1
GCF-001022235-protein8915	17	17	1
GCF-001022235-protein8983	10	10	2
GCF-001022235-protein9185	8	8	1
GCF-001022235-protein9254	15	15	1
GCF-001022235-protein9405	17	17	1
GCF-001022235-protein9643	17	17	1
GCF-001022235-protein9727	11	11	1
GCF-001022235-protein9776	8	8	1
GCF-001022235-protein9789	12	12	1
GCF-001022235-protein9823	18	18	1
GCF-001307175-protein1101	17	17	1
GCF-001307175-protein142	20	20	1
GCF-001307175-protein2467	13	13	1
GCF-001307175-protein309	17	17	1
GCF-001307175-protein3182	15	15	1
GCF-001307175-protein357	13	13	1
GCF-001307175-protein365	5	5	1
GCF-001307175-protein3957	8	8	1
GCF-001307175-protein412	16	16	1
GCF-001307175-protein4578	11	11	1
GCF-001307175-protein4671	8	8	1
GCF-001307175-protein527	14	14	1
GCF-001307175-protein595	16	16	1
GCF-001307175-protein745	17	17	1
GCF-001455995-protein10132	12	12	1
GCF-001455995-protein5821	16	16	1
GCF-001455995-protein7747	10	10	1
GCF-001455995-protein7911	12	12	1
GCF-001455995-protein8607	20	20	1
GCF-001455995-protein8838	15	15	1
GCF-001456055-protein1039	13	13	1
GCF-001456055-protein1069	6	6	1
GCF-001456055-protein1112	8	8	1
GCF-001456055-protein1126	12	12	1
GCF-001456055-protein1159	9	9	1
GCF-001456055-protein1172	12	12	1
GCF-001456055-protein1383	16	16	1
GCF-001456055-protein1429	6	6	1
GCF-001456055-protein1489	16	16	1
GCF-001456055-protein1616	11	11	1
GCF-001456055-protein1685	16	16	1
GCF-001456055-protein1788	13	13	1
GCF-001456055-protein1811	10	10	1
GCF-001456055-protein1867	12	12	1
GCF-001456055-protein1900	13	13	1
GCF-001456055-protein1987	14	14	1
GCF-001456055-protein2099	14	14	1
GCF-001456055-protein2228	15	15	1
GCF-001456055-protein2260	16	16	1
GCF-001456055-protein2344	8	8	1
GCF-001456055-protein2375	15	15	1
GCF-001456055-protein2443	14	14	1
GCF-001456055-protein2495	17	17	2
GCF-001456055-protein2582	7	7	1
GCF-001456055-protein2638	15	15	1
GCF-001456055-protein2669	15	15	1
GCF-001456055-protein2744	14	14	1
GCF-001456055-protein2817	16	16	1
GCF-001456055-protein2935	7	7	1
GCF-001456055-protein2988	10	10	1
GCF-001456055-protein3044	14	14	1
GCF-001456055-protein3143	9	9	1
GCF-001456055-protein3242	16	16	1
GCF-001456055-protein3378	8	8	1
GCF-001456055-protein3394	8	8	1
GCF-001456055-protein3488	9	9	1
GCF-001456055-protein3594	9	9	1
GCF-001456055-protein3612	23	23	1
GCF-001456055-protein3777	7	7	1
GCF-001456055-protein3847	13	13	1
GCF-001456055-protein4056	10	10	1
GCF-001456055-protein4175	21	21	1
GCF-001456055-protein4282	16	16	1
GCF-001456055-protein4399	7	7	1
GCF-001456055-protein4465	13	13	1
GCF-001456055-protein4530	7	7	1
GCF-001456055-protein4575	17	17	1
GCF-001456055-protein4753	8	8	1
GCF-001456055-protein4821	15	15	1
GCF-001456055-protein4902	15	15	1
GCF-001456055-protein537	10	10	1
GCF-001456055-protein7	15	15	1
GCF-001456055-protein805	13	13	1
GCF-001456055-protein898	9	9	1
GCF-001456055-protein939	12	12	1
GCF-001456135-protein1030	15	15	1
GCF-001456135-protein1119	11	11	1
GCF-001456135-protein1344	14	14	1
GCF-001456135-protein1783	15	15	1
GCF-001456135-protein1942	12	12	1
GCF-001456135-protein1955	12	12	1
GCF-001456135-protein2110	12	12	1
GCF-001456135-protein2310	16	16	1
GCF-001456135-protein2476	11	11	1
GCF-001456135-protein275	9	9	1
GCF-001456135-protein2831	15	15	1
GCF-001456135-protein388	12	12	1
GCF-001456135-protein4100	16	16	1
GCF-001456135-protein4198	14	14	1
GCF-001456135-protein4300	13	13	1
GCF-001456135-protein4389	12	12	1
GCF-001456135-protein4666	11	11	1
GCF-001456135-protein4788	14	14	1
GCF-001456135-protein57	12	12	1
GCF-001456135-protein74	12	12	1
GCF-001456135-protein9	11	11	1
GCF-001456135-protein908	14	14	1
GCF-001482345-protein10011	17	17	1
GCF-001482345-protein10231	14	14	1
GCF-001482345-protein5614	13	13	1
GCF-001482345-protein5903	15	15	1
GCF-001482345-protein6259	17	17	1
GCF-001482345-protein6499	17	17	1
GCF-001482345-protein6842	17	17	1
GCF-001482345-protein7432	15	15	1
GCF-001482345-protein7583	10	10	1
GCF-001482345-protein7850	12	12	1
GCF-001482345-protein7993	12	12	1
GCF-001482345-protein8277	13	13	1
GCF-001482345-protein8430	21	21	1
GCF-001482345-protein8638	21	21	1
GCF-001482345-protein9067	15	15	1
GCF-001482345-protein9640	16	16	1
GCF-001482345-protein9781	14	14	1
GCF-001482345-protein9827	16	16	1
GCF-001482345-protein9893	13	13	1
GCF-001548315-protein1179	13	13	1
GCF-001548315-protein1307	6	6	2
GCF-001548315-protein1342	16	16	1
GCF-001548315-protein1454	18	18	1
GCF-001548315-protein1581	21	21	1
GCF-001548315-protein1835	15	15	1
GCF-001548315-protein1887	11	11	1
GCF-001548315-protein1936	20	20	1
GCF-001548315-protein2016	3	3	1
GCF-001548315-protein2052	18	18	1
GCF-001548315-protein2215	10	10	1
GCF-001548315-protein2335	13	13	1
GCF-001548315-protein2405	16	16	1
GCF-001548315-protein2711	14	14	1
GCF-001548315-protein2758	18	18	1
GCF-001548315-protein2935	11	10	1
GCF-001548315-protein303	15	15	1
GCF-001548315-protein3354	13	13	1
GCF-001548315-protein3423	14	14	1
GCF-001548315-protein3604	9	9	1
GCF-001548315-protein3634	7	7	1
GCF-001548315-protein3675	7	7	1
GCF-001548315-protein3822	16	16	2
GCF-001548315-protein3920	15	15	1
GCF-001548315-protein4079	15	15	1
GCF-001548315-protein4349	16	16	1
GCF-001548315-protein4557	6	6	1
GCF-001548315-protein4653	15	15	1
GCF-001548315-protein478	15	15	1
GCF-001548315-protein653	10	10	1
GCF-001548315-protein742	10	10	1
GCF-001548315-protein788	13	13	1
GCF-001548315-protein908	8	8	1
GCF-001548315-protein98	16	16	1
GCF-001644765-protein10036	14	14	1
GCF-001644765-protein10105	17	17	1
GCF-001644765-protein10159	8	8	1
GCF-001644765-protein5097	12	12	1
GCF-001644765-protein5132	17	17	1
GCF-001644765-protein5188	14	14	1
GCF-001644765-protein5214	12	12	1
GCF-001644765-protein5319	9	9	1
GCF-001644765-protein5391	12	12	1
GCF-001644765-protein5475	15	15	1
GCF-001644765-protein5492	14	14	1
GCF-001644765-protein5556	14	14	1
GCF-001644765-protein5589	9	9	1
GCF-001644765-protein5622	9	9	1
GCF-001644765-protein5693	15	15	1
GCF-001644765-protein5723	6	6	1
GCF-001644765-protein5744	10	10	1
GCF-001644765-protein5774	15	15	1
GCF-001644765-protein5818	14	14	1
GCF-001644765-protein5856	13	13	1
GCF-001644765-protein5906	12	12	1
GCF-001644765-protein5949	14	14	1
GCF-001644765-protein5986	10	10	1
GCF-001644765-protein6023	11	11	1
GCF-001644765-protein6085	11	11	1
GCF-001644765-protein6168	10	10	1
GCF-001644765-protein6265	15	15	1
GCF-001644765-protein6289	15	15	1
GCF-001644765-protein6417	15	15	1
GCF-001644765-protein6456	15	15	1
GCF-001644765-protein6483	17	17	1
GCF-001644765-protein6523	22	22	1
GCF-001644765-protein6619	14	14	1
GCF-001644765-protein6736	18	18	1
GCF-001644765-protein6757	14	14	1
GCF-001644765-protein6795	18	18	1
GCF-001644765-protein6866	14	14	1
GCF-001644765-protein6877	18	18	1
GCF-001644765-protein6926	12	12	1
GCF-001644765-protein6956	15	15	1
GCF-001644765-protein7008	17	17	1
GCF-001644765-protein7064	17	17	1
GCF-001644765-protein7089	16	16	1
GCF-001644765-protein7163	15	15	1
GCF-001644765-protein7215	13	13	1
GCF-001644765-protein7240	16	16	1
GCF-001644765-protein7270	14	14	1
GCF-001644765-protein7345	13	13	1
GCF-001644765-protein7529	14	14	1
GCF-001644765-protein7600	13	13	1
GCF-001644765-protein7640	10	10	1
GCF-001644765-protein7731	15	15	1
GCF-001644765-protein7815	14	14	1
GCF-001644765-protein7925	14	14	1
GCF-001644765-protein7994	14	14	1
GCF-001644765-protein8016	11	11	1
GCF-001644765-protein8070	5	5	1
GCF-001644765-protein8083	13	13	1
GCF-001644765-protein8125	15	15	1
GCF-001644765-protein8197	14	14	1
GCF-001644765-protein8242	15	15	1
GCF-001644765-protein8303	10	10	1
GCF-001644765-protein8377	11	11	1
GCF-001644765-protein8399	8	8	1
GCF-001644765-protein8412	14	14	1
GCF-001644765-protein8468	12	12	1
GCF-001644765-protein8524	16	16	1
GCF-001644765-protein8590	14	14	1
GCF-001644765-protein8655	16	16	1
GCF-001644765-protein8683	14	14	1
GCF-001644765-protein8803	15	15	1
GCF-001644765-protein8839	14	14	1
GCF-001644765-protein8925	12	12	1
GCF-001644765-protein8951	13	13	1
GCF-001644765-protein8993	13	13	1
GCF-001644765-protein9093	15	15	1
GCF-001644765-protein9134	9	9	1
GCF-001644765-protein9142	13	13	1
GCF-001644765-protein9240	17	17	1
GCF-001644765-protein9286	16	16	1
GCF-001644765-protein9319	15	15	1
GCF-001644765-protein9382	17	17	1
GCF-001644765-protein9459	14	14	1
GCF-001644765-protein9531	16	16	1
GCF-001644765-protein9637	10	10	1
GCF-001644765-protein9654	10	10	1
GCF-001644765-protein9685	13	13	1
GCF-001644765-protein9725	14	14	1
GCF-001644765-protein9904	16	16	1
GCF-001644765-protein9941	14	14	1
GCF-001644765-protein9971	15	15	1
GCF-001646625-protein2291	18	18	1
GCF-001646625-protein3671	15	15	1
GCF-001646625-protein4833	15	15	2
GCF-000364385-protein1088	11	11	1
GCF-000364385-protein1359	14	14	1
GCF-000364385-protein1419	12	12	1
GCF-000364385-protein157	10	10	1
GCF-000364385-protein1623	14	14	1
GCF-000364385-protein1691	16	16	1
GCF-000364385-protein1857	13	13	1
GCF-000364385-protein198	17	17	1
GCF-000364385-protein2403	14	14	1
GCF-000364385-protein2484	11	11	1
GCF-000364385-protein257	15	15	1
GCF-000364385-protein2755	14	14	1
GCF-000364385-protein2967	19	19	1
GCF-000364385-protein3090	16	16	1
GCF-000364385-protein3245	15	15	1
GCF-000364385-protein3410	22	22	1
GCF-000364385-protein3671	14	14	1
GCF-000364385-protein3793	13	13	1
GCF-000364385-protein3925	15	15	1
GCF-000364385-protein4063	13	13	1
GCF-000364385-protein4139	14	14	1
GCF-000364385-protein4311	9	9	1
GCF-000364385-protein4441	18	18	1
GCF-000364385-protein4768	13	13	1
GCF-000364385-protein4865	16	16	1
GCF-000364385-protein5009	14	14	1
GCF-000364385-protein582	15	15	1
GCF-000364385-protein703	10	10	1
GCF-000364385-protein743	14	14	1
GCF-000364385-protein839	11	11	1
GCF-000364385-protein965	12	12	1
GCF-000739495-protein7006	16	16	1
GCF-000739495-protein8651	15	15	1
GCF-000739495-protein9281	12	12	1
GCF-000764615-protein2240	13	13	1
GCF-000764615-protein3178	13	13	1
GCF-000764615-protein3693	17	17	1
GCF-000775955-protein10184	17	17	1
GCF-000775955-protein5582	14	14	1
GCF-000775955-protein5974	14	14	1
GCF-000775955-protein6829	20	20	1
GCF-000775955-protein7011	18	18	1
GCF-000775955-protein7413	16	16	1
GCF-000775955-protein8406	16	16	1
GCF-000775955-protein9475	12	12	1
GCF-000775955-protein9739	11	11	1
GCF-000807395-protein101	15	15	1
GCF-000807395-protein1041	15	15	1
GCF-000807395-protein1053	13	13	1
GCF-000807395-protein1060	13	13	1
GCF-000807395-protein1072	13	13	1
GCF-000807395-protein1084	13	13	1
GCF-000807395-protein1093	13	13	1
GCF-000807395-protein1107	11	11	1
GCF-000807395-protein1111	12	12	1
GCF-000807395-protein1122	3	3	1
GCF-000807395-protein1129	12	12	1
GCF-000807395-protein1140	13	13	1
GCF-000807395-protein1151	14	14	1
GCF-000807395-protein1167	15	15	1
GCF-000807395-protein1179	15	15	1
GCF-000807395-protein1184	13	13	1
GCF-000807395-protein1191	14	14	1
GCF-000807395-protein1211	6	6	1
GCF-000807395-protein1228	11	11	1
GCF-000807395-protein1248	14	14	1
GCF-000807395-protein1261	13	13	1
GCF-000807395-protein127	16	16	1
GCF-000807395-protein1284	15	15	1
GCF-000807395-protein1295	14	14	1
GCF-000807395-protein131	16	16	1
GCF-000807395-protein1345	14	14	1
GCF-000807395-protein1350	11	11	1
GCF-000807395-protein1364	13	13	1
GCF-000807395-protein1373	12	12	1
GCF-000807395-protein138	15	15	1
GCF-000807395-protein1394	14	14	1
GCF-000807395-protein1409	8	8	1
GCF-000807395-protein1430	11	11	1
GCF-000807395-protein1441	8	8	1
GCF-000807395-protein1463	14	14	1
GCF-000807395-protein1477	16	16	1
GCF-000807395-protein1491	14	14	1
GCF-000807395-protein1497	6	6	1
GCF-000807395-protein1506	3	3	1
GCF-000807395-protein164	14	14	1
GCF-000807395-protein170	15	15	1
GCF-000807395-protein18	16	16	1
GCF-000807395-protein192	15	15	1
GCF-000807395-protein2094	15	15	1
GCF-000807395-protein216	17	17	1
GCF-000807395-protein2292	17	17	1
GCF-000807395-protein234	15	15	1
GCF-000807395-protein2430	11	11	1
GCF-000807395-protein2481	9	9	1
GCF-000807395-protein2512	12	12	1
GCF-000807395-protein2524	13	13	1
GCF-000807395-protein2547	13	13	1
GCF-000807395-protein2550	16	16	1
GCF-000807395-protein2567	12	12	1
GCF-000807395-protein259	16	16	1
GCF-000807395-protein2601	5	5	2
GCF-000807395-protein2610	8	8	1
GCF-000807395-protein2619	6	6	1
GCF-000807395-protein2621	12	12	1
GCF-000807395-protein2649	12	12	1
GCF-000807395-protein2672	16	16	1
GCF-000807395-protein2682	15	15	1
GCF-000807395-protein2692	14	14	1
GCF-000807395-protein2699	15	15	1
GCF-000807395-protein2701	15	15	1
GCF-000807395-protein2724	14	14	1
GCF-000807395-protein2736	16	16	1
GCF-000807395-protein2743	10	10	1
GCF-000807395-protein2748	13	13	1
GCF-000807395-protein2767	15	15	1
GCF-000807395-protein2771	10	10	1
GCF-000807395-protein28	15	15	1
GCF-000807395-protein2838	15	15	1
GCF-000807395-protein2847	15	15	1
GCF-000807395-protein2895	13	13	1
GCF-000807395-protein2909	12	12	1
GCF-000807395-protein2934	16	16	1
GCF-000807395-protein2947	9	9	1
GCF-000807395-protein295	17	17	1
GCF-000807395-protein297	14	14	1
GCF-000807395-protein2980	13	13	1
GCF-000807395-protein2989	8	8	1
GCF-000807395-protein2996	12	12	2
GCF-000807395-protein3003	11	11	1
GCF-000807395-protein302	9	9	1
GCF-000807395-protein3047	16	16	1
GCF-000807395-protein3061	16	16	1
GCF-000807395-protein3102	14	14	1
GCF-000807395-protein3118	16	16	1
GCF-000807395-protein3128	14	14	1
GCF-000807395-protein3137	15	15	1
GCF-000807395-protein3198	16	16	1
GCF-000807395-protein3220	15	15	1
GCF-000807395-protein3232	12	12	1
GCF-000807395-protein3244	16	16	1
GCF-000807395-protein3278	15	15	1
GCF-000807395-protein3292	16	16	1
GCF-000807395-protein3303	14	14	1
GCF-000807395-protein3384	17	17	1
GCF-000807395-protein3389	16	16	1
GCF-000807395-protein340	6	6	1
GCF-000807395-protein3413	3	3	1
GCF-000807395-protein3421	14	14	1
GCF-000807395-protein343	18	18	1
GCF-000807395-protein3455	15	15	1
GCF-000807395-protein3470	14	14	1
GCF-000807395-protein349	13	13	1
GCF-000807395-protein3508	12	12	1
GCF-000807395-protein3515	15	15	1
GCF-000807395-protein3539	15	15	1
GCF-000807395-protein3573	16	16	1
GCF-000807395-protein3588	18	18	1
GCF-000807395-protein3593	16	16	1
GCF-000807395-protein3604	17	17	1
GCF-000807395-protein3612	10	10	1
GCF-000807395-protein3619	14	14	1
GCF-000807395-protein3627	14	14	1
GCF-000807395-protein3646	16	16	1
GCF-000807395-protein3652	15	15	1
GCF-000807395-protein3662	14	14	1
GCF-000807395-protein3668	15	15	1
GCF-000807395-protein3697	14	14	1
GCF-000807395-protein3705	14	14	1
GCF-000807395-protein3713	14	14	1
GCF-000807395-protein372	14	14	1
GCF-000807395-protein3730	17	17	1
GCF-000807395-protein378	11	11	1
GCF-000807395-protein3833	15	15	1
GCF-000807395-protein3847	9	9	1
GCF-000807395-protein3852	16	16	1
GCF-000807395-protein3883	13	13	1
GCF-000807395-protein3891	16	16	1
GCF-000807395-protein3910	16	16	1
GCF-000807395-protein3935	12	12	1
GCF-000807395-protein3944	15	15	1
GCF-000807395-protein3972	15	15	1
GCF-000807395-protein3997	13	13	1
GCF-000807395-protein4008	16	16	1
GCF-000807395-protein4019	11	11	1
GCF-000807395-protein4023	13	13	1
GCF-000807395-protein4048	14	14	1
GCF-000807395-protein4068	13	13	1
GCF-000807395-protein4097	15	15	1
GCF-000807395-protein4127	12	12	1
GCF-000807395-protein4153	15	15	1
GCF-000807395-protein4162	15	15	1
GCF-000807395-protein4174	13	13	1
GCF-000807395-protein421	16	16	1
GCF-000807395-protein4230	12	12	1
GCF-000807395-protein4246	15	15	1
GCF-000807395-protein4258	14	14	1
GCF-000807395-protein4292	13	13	1
GCF-000807395-protein43	13	13	1
GCF-000807395-protein4321	16	16	1
GCF-000807395-protein4340	14	14	1
GCF-000807395-protein4358	17	17	1
GCF-000807395-protein4371	11	11	1
GCF-000807395-protein4387	17	17	1
GCF-000807395-protein4410	14	14	1
GCF-000807395-protein4430	16	16	1
GCF-000807395-protein4444	11	11	1
GCF-000807395-protein4451	16	16	1
GCF-000807395-protein4459	19	19	1
GCF-000807395-protein4484	17	17	1
GCF-000807395-protein4495	16	16	1
GCF-000807395-protein4504	15	15	1
GCF-000807395-protein4517	12	12	1
GCF-000807395-protein4521	17	17	1
GCF-000807395-protein4540	11	11	1
GCF-000807395-protein4561	16	16	1
GCF-000807395-protein4595	14	14	1
GCF-000807395-protein4603	16	16	1
GCF-000807395-protein4611	16	16	1
GCF-000807395-protein4642	17	17	1
GCF-000807395-protein4657	16	16	1
GCF-000807395-protein4663	7	7	1
GCF-000807395-protein4668	12	12	1
GCF-000807395-protein4682	8	8	1
GCF-000807395-protein4706	17	17	1
GCF-000807395-protein474	17	17	1
GCF-000807395-protein4773	8	8	1
GCF-000807395-protein4774	8	8	1
GCF-000807395-protein4789	12	12	1
GCF-000807395-protein4839	17	17	1
GCF-000807395-protein4847	16	16	1
GCF-000807395-protein4871	9	9	1
GCF-000807395-protein4887	15	15	1
GCF-000807395-protein4890	16	16	1
GCF-000807395-protein4910	10	10	1
GCF-000807395-protein4917	14	14	1
GCF-000807395-protein495	15	15	1
GCF-000807395-protein4983	12	12	1
GCF-000807395-protein4992	16	16	1
GCF-000807395-protein5023	14	14	1
GCF-000807395-protein505	7	7	1
GCF-000807395-protein519	3	3	1
GCF-000807395-protein522	13	13	1
GCF-000807395-protein544	14	14	1
GCF-000807395-protein6	15	15	1
GCF-000807395-protein611	16	16	1
GCF-000807395-protein623	15	15	1
GCF-000807395-protein641	9	9	1
GCF-000807395-protein657	12	12	1
GCF-000807395-protein68	16	16	1
GCF-000807395-protein694	15	15	1
GCF-000807395-protein708	11	11	1
GCF-000807395-protein76	14	14	1
GCF-000807395-protein78	16	16	1
GCF-000807395-protein821	15	15	1
GCF-000807395-protein837	16	16	1
GCF-000807395-protein840	16	16	1
GCF-000807395-protein859	13	13	1
GCF-000807395-protein91	11	11	1
GCF-000807395-protein923	14	14	1
GCF-000807395-protein940	11	11	1
GCF-000807395-protein946	11	11	1
GCF-000807395-protein951	15	15	1
GCF-000807395-protein960	11	11	1
GCF-000807395-protein965	15	15	1
GCF-000807395-protein981	9	9	1
GCF-000814305-protein6276	17	17	1
GCF-000814305-protein6885	21	21	1
GCF-000814305-protein7858	15	15	1
GCF-000814305-protein8556	17	17	1
GCF-000814305-protein9279	18	18	1
GCF-000968155-protein1072	13	13	1
GCF-000968155-protein2210	15	15	1
GCF-000968155-protein2558	16	16	1
GCF-000968155-protein2956	18	18	1
GCF-000968155-protein3132	16	16	1
GCF-000968155-protein3276	13	13	1
